Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Delivery_Days,Past_Orders,Past_Returns,Past_Return_Rate,Region
ORD00009891,PROD00009891,USER00009891,2023-12-20,1.7047584e+18,Clothing,175.44,1,Size Issue,Returned,20.0,67,Female,City22,Wallet,Next-Day,7.68,1,2,0,0.0,North
ORD00005558,PROD00005558,USER00005558,2023-10-11,,Electronics,408.35,4,,Not Returned,,32,Male,City27,Cash on Delivery,Next-Day,0.0,1,2,0,0.0,South
ORD00009751,PROD00009751,USER00009751,2023-10-01,1.6969824e+18,Clothing,329.08,3,Size Issue,Returned,10.0,45,Male,City14,Credit Card,Next-Day,30.78,1,7,1,0.143,West
ORD00002300,PROD00002300,USER00002300,2023-12-22,,Clothing,162.01,2,,Not Returned,,44,Male,City06,Debit Card,Express,10.19,3,4,0,0.0,Central
ORD00004537,PROD00004537,USER00004537,2024-07-23,1.7221248e+18,Clothing,4.95,5,Damaged,Returned,5.0,56,Male,City27,Debit Card,Standard,11.71,5,2,1,0.5,South
ORD00002938,PROD00002938,USER00002938,2024-05-25,1.7174592e+18,Books,227.58,6,Size Issue,Returned,10.0,27,Female,City23,Credit Card,Next-Day,0.0,1,3,0,0.0,East
ORD00001563,PROD00001563,USER00001563,2024-05-27,,Home,41.29,3,,Not Returned,,47,Female,City07,Credit Card,Next-Day,0.0,1,1,0,0.0,East
ORD00005689,PROD00005689,USER00005689,2024-07-10,,Home,313.0,1,,Not Returned,,24,Male,City27,Credit Card,Express,0.0,3,1,0,0.0,Central
ORD00008658,PROD00008658,USER00008658,2023-05-16,,Electronics,99.99,1,,Not Returned,,31,Female,City20,Debit Card,Express,0.0,4,3,2,0.667,North
ORD00007517,PROD00007517,USER00007517,2024-08-28,1.7261856e+18,Beauty,352.65,1,Damaged,Returned,16.0,57,Male,City27,Credit Card,Standard,0.0,9,0,0,0.0,West
ORD00001979,PROD00001979,USER00001979,2024-08-28,,Toys,531.91,1,,Not Returned,,26,Female,City34,Debit Card,Next-Day,0.0,1,3,0,0.0,South
ORD00001883,PROD00001883,USER00001883,2023-12-15,,Automotive,449.2,1,,Not Returned,,34,Male,City09,Credit Card,Express,0.0,3,0,0,0.0,Central
ORD00003803,PROD00003803,USER00003803,2023-12-13,1.7041536e+18,Automotive,295.48,4,Damaged,Returned,20.0,23,Female,City17,PayPal,Standard,0.0,6,1,0,0.0,South
ORD00000438,PROD00000438,USER00000438,2024-06-19,,Electronics,79.11,3,,Not Returned,,43,Male,City31,Credit Card,Express,18.79,3,9,2,0.222,South
ORD00004635,PROD00004635,USER00004635,2024-01-05,1.7061408e+18,Clothing,286.78,1,Quality Issue,Returned,20.0,33,Male,City15,PayPal,Express,6.94,4,3,1,0.333,East
ORD00004528,PROD00004528,USER00004528,2024-10-26,1.7311968e+18,Automotive,273.78,3,Size Issue,Returned,15.0,32,Male,City38,Credit Card,Express,8.97,3,2,0,0.0,South
ORD00004332,PROD00004332,USER00004332,2023-04-04,,Electronics,224.11,3,,Not Returned,,47,Female,City19,Cash on Delivery,Standard,0.0,5,4,0,0.0,North
ORD00003573,PROD00003573,USER00003573,2023-10-22,,Electronics,155.77,2,,Not Returned,,31,Female,City37,PayPal,Standard,0.0,6,2,0,0.0,West
ORD00008741,PROD00008741,USER00008741,2023-08-11,,Electronics,189.47,7,,Not Returned,,24,Male,City28,Credit Card,Standard,6.5,5,4,0,0.0,East
ORD00008911,PROD00008911,USER00008911,2024-07-15,1.7218656e+18,Clothing,101.75,6,Wrong Item,Returned,10.0,24,Male,City13,Debit Card,Standard,12.37,5,2,1,0.5,Central
ORD00004817,PROD00004817,USER00004817,2023-03-27,,Electronics,96.87,2,,Not Returned,,24,Male,City16,Credit Card,Standard,0.0,6,3,0,0.0,West
ORD00006435,PROD00006435,USER00006435,2023-12-18,,Clothing,445.85,5,,Not Returned,,43,Male,City08,Credit Card,Standard,8.68,5,1,0,0.0,West
ORD00002986,PROD00002986,USER00002986,2023-05-06,,Toys,463.62,5,,Not Returned,,33,Female,City17,Credit Card,Standard,64.37,7,0,0,0.0,South
ORD00007838,PROD00007838,USER00007838,2023-05-01,1.6841952e+18,Clothing,249.35,1,Damaged,Returned,15.0,26,Male,City36,Cash on Delivery,Next-Day,11.93,1,5,1,0.2,East
ORD00000704,PROD00000704,USER00000704,2024-09-07,,Grocery,245.78,4,,Not Returned,,63,Female,City03,Debit Card,Express,0.0,3,3,0,0.0,North
ORD00002280,PROD00002280,USER00002280,2023-10-28,,Books,421.86,2,,Not Returned,,46,Female,City07,Cash on Delivery,Next-Day,22.01,1,4,0,0.0,West
ORD00008734,PROD00008734,USER00008734,2023-06-03,1.6861824e+18,Grocery,316.75,2,Size Issue,Returned,5.0,46,Male,City04,Credit Card,Next-Day,0.0,5,2,1,0.5,South
ORD00004147,PROD00004147,USER00004147,2023-04-12,,Books,339.21,5,,Not Returned,,27,Female,City06,Credit Card,Next-Day,0.0,3,2,0,0.0,East
ORD00005412,PROD00005412,USER00005412,2023-07-10,1.6893792e+18,Clothing,347.17,2,Other,Returned,5.0,25,Female,City47,Wallet,Standard,26.59,6,4,1,0.25,North
ORD00000373,PROD00000373,USER00000373,2024-09-13,,Books,135.06,1,,Not Returned,,44,Female,City30,Credit Card,Express,27.0,3,3,2,0.667,South
ORD00006405,PROD00006405,USER00006405,2024-10-17,,Electronics,4.96,2,,Not Returned,,67,Female,City18,Credit Card,Standard,0.0,9,4,0,0.0,East
ORD00009223,PROD00009223,USER00009223,2024-01-14,,Electronics,103.1,1,,Not Returned,,18,Male,City28,Credit Card,Express,12.34,3,2,1,0.5,Central
ORD00002585,PROD00002585,USER00002585,2023-08-21,1.693872e+18,Grocery,463.43,3,Size Issue,Returned,15.0,55,Female,City45,Credit Card,Next-Day,61.37,2,3,1,0.333,East
ORD00001332,PROD00001332,USER00001332,2024-06-10,,Clothing,123.86,3,,Not Returned,,18,Female,City17,Credit Card,Next-Day,9.88,1,6,1,0.167,Central
ORD00009572,PROD00009572,USER00009572,2024-04-22,1.714608e+18,Beauty,433.61,4,Wrong Item,Returned,10.0,18,Female,City50,Debit Card,Standard,17.18,6,3,1,0.333,Central
ORD00005282,PROD00005282,USER00005282,2023-02-21,,Grocery,162.17,5,,Not Returned,,57,Male,City14,Debit Card,Standard,0.0,10,6,2,0.333,West
ORD00009131,PROD00009131,USER00009131,2024-09-07,1.7273952e+18,Electronics,119.26,3,Size Issue,Returned,20.0,26,Male,City11,Debit Card,Express,21.83,4,7,1,0.143,North
ORD00008315,PROD00008315,USER00008315,2023-08-18,,Books,473.55,5,,Not Returned,,63,Female,City40,Debit Card,Express,0.0,3,5,0,0.0,South
ORD00009809,PROD00009809,USER00009809,2024-02-03,,Toys,295.69,5,,Not Returned,,66,Male,City26,Credit Card,Next-Day,11.32,3,4,0,0.0,East
ORD00001784,PROD00001784,USER00001784,2024-02-17,,Sports,145.44,1,,Not Returned,,33,Male,City35,Credit Card,Standard,0.0,6,5,1,0.2,West
ORD00003182,PROD00003182,USER00003182,2024-09-02,,Beauty,149.96,1,,Not Returned,,33,Male,City10,Credit Card,Standard,0.0,9,5,0,0.0,West
ORD00000494,PROD00000494,USER00000494,2023-04-16,1.6841952e+18,Sports,376.05,3,Damaged,Returned,30.0,44,Male,City16,Cash on Delivery,Next-Day,23.18,1,4,1,0.25,South
ORD00007363,PROD00007363,USER00007363,2024-03-21,,Electronics,114.0,5,,Not Returned,,53,Female,City05,Debit Card,Standard,8.47,5,4,1,0.25,West
ORD00002860,PROD00002860,USER00002860,2024-02-06,1.7084736e+18,Home,244.41,2,Late Delivery,Returned,15.0,43,Male,City01,Credit Card,Next-Day,0.0,5,4,1,0.25,North
ORD00007929,PROD00007929,USER00007929,2024-01-01,,Electronics,266.98,6,,Not Returned,,24,Female,City34,Credit Card,Next-Day,24.71,4,4,1,0.25,Central
ORD00004041,PROD00004041,USER00004041,2024-06-26,1.720656e+18,Toys,439.68,2,Damaged,Returned,15.0,66,Male,City12,PayPal,Express,24.08,4,5,0,0.0,West
ORD00007178,PROD00007178,USER00007178,2023-07-25,,Toys,52.15,1,,Not Returned,,64,Female,City20,Wallet,Express,0.0,4,6,0,0.0,North
ORD00002897,PROD00002897,USER00002897,2024-04-15,,Toys,139.12,1,,Not Returned,,26,Male,City03,Debit Card,Standard,0.0,5,4,0,0.0,East
ORD00000366,PROD00000366,USER00000366,2023-02-05,1.6764192e+18,Beauty,171.61,8,Late Delivery,Returned,10.0,45,Male,City17,Wallet,Express,51.24,3,4,2,0.5,West
ORD00000849,PROD00000849,USER00000849,2024-04-09,,Electronics,200.5,2,,Not Returned,,56,Male,City03,Debit Card,Next-Day,0.0,1,5,0,0.0,South
ORD00007440,PROD00007440,USER00007440,2024-12-06,,Clothing,418.05,2,,Not Returned,,53,Male,City11,Credit Card,Express,23.24,3,5,1,0.2,North
ORD00009454,PROD00009454,USER00009454,2024-05-30,1.7178912e+18,Clothing,355.34,1,Damaged,Returned,10.0,31,Female,City50,Credit Card,Next-Day,14.61,1,8,1,0.125,South
ORD00004301,PROD00004301,USER00004301,2024-11-18,1.732752e+18,Clothing,214.5,1,Size Issue,Returned,10.0,56,Female,City18,PayPal,Standard,14.83,5,2,0,0.0,West
ORD00002653,PROD00002653,USER00002653,2023-03-24,,Beauty,372.46,1,,Not Returned,,31,Female,City19,Credit Card,Standard,39.35,5,2,0,0.0,Central
ORD00003503,PROD00003503,USER00003503,2024-06-09,1.7196192e+18,Clothing,331.82,2,Quality Issue,Returned,20.0,31,Male,City11,Credit Card,Next-Day,19.42,1,4,2,0.5,Central
ORD00001541,PROD00001541,USER00001541,2024-12-24,,Electronics,85.3,2,,Not Returned,,18,Male,City31,Credit Card,Next-Day,50.8,3,4,0,0.0,West
ORD00004165,PROD00004165,USER00004165,2023-10-09,,Toys,112.74,1,,Not Returned,,46,Female,City07,Debit Card,Standard,53.45,5,6,2,0.333,North
ORD00008866,PROD00008866,USER00008866,2023-10-31,,Sports,135.74,1,,Not Returned,,30,Male,City46,Debit Card,Next-Day,19.88,2,5,0,0.0,Central
ORD00000322,PROD00000322,USER00000322,2024-07-27,1.7237664e+18,Electronics,32.61,4,Other,Returned,20.0,56,Female,City08,Credit Card,Next-Day,0.0,4,2,0,0.0,South
ORD00002031,PROD00002031,USER00002031,2023-12-01,,Beauty,160.58,3,,Not Returned,,53,Male,City20,Credit Card,Express,0.0,3,3,1,0.333,West
ORD00000813,PROD00000813,USER00000813,2023-08-10,,Toys,486.8,3,,Not Returned,,31,Male,City28,Credit Card,Express,5.97,3,3,2,0.667,Central
ORD00008939,PROD00008939,USER00008939,2023-09-18,1.6962912e+18,Clothing,211.52,3,Size Issue,Returned,15.0,18,Female,City06,Debit Card,Next-Day,26.6,4,5,2,0.4,West
ORD00009375,PROD00009375,USER00009375,2023-04-25,1.6828128e+18,Clothing,82.64,6,Damaged,Returned,5.0,45,Male,City23,Credit Card,Express,19.62,3,2,0,0.0,East
ORD00001079,PROD00001079,USER00001079,2024-11-23,1.733616e+18,Clothing,122.25,1,Wrong Item,Returned,15.0,27,Female,City20,Wallet,Next-Day,60.65,1,4,0,0.0,East
ORD00002226,PROD00002226,USER00002226,2023-02-20,,Beauty,328.85,2,,Not Returned,,47,Female,City27,Cash on Delivery,Express,0.0,3,3,0,0.0,West
ORD00009136,PROD00009136,USER00009136,2024-12-31,,Beauty,301.77,1,,Not Returned,,26,Female,City24,PayPal,Express,17.94,3,6,3,0.5,South
ORD00009531,PROD00009531,USER00009531,2023-08-21,,Toys,428.4,1,,Not Returned,,31,Female,City20,Credit Card,Standard,21.15,5,0,0,0.0,North
ORD00002705,PROD00002705,USER00002705,2024-06-29,1.7209152e+18,Books,137.37,5,Quality Issue,Returned,15.0,64,Female,City31,Credit Card,Express,0.0,3,5,0,0.0,East
ORD00006824,PROD00006824,USER00006824,2023-08-30,1.6946496e+18,Grocery,128.27,1,Damaged,Returned,15.0,45,Female,City11,Credit Card,Express,7.61,3,5,1,0.2,Central
ORD00007556,PROD00007556,USER00007556,2023-05-29,1.6879104e+18,Accessories,359.98,1,Damaged,Returned,30.0,27,Male,City19,Credit Card,Next-Day,14.2,1,2,1,0.5,North
ORD00001164,PROD00001164,USER00001164,2024-09-22,,Sports,57.68,6,,Not Returned,,18,Female,City45,Credit Card,Standard,49.56,6,9,1,0.111,South
ORD00003261,PROD00003261,USER00003261,2023-05-16,1.6850592e+18,Clothing,262.2,1,Damaged,Returned,10.0,55,Female,City46,Debit Card,Next-Day,17.31,2,4,1,0.25,Central
ORD00004687,PROD00004687,USER00004687,2023-11-03,1.7015616e+18,Sports,237.33,1,Quality Issue,Returned,30.0,31,Male,City28,PayPal,Next-Day,0.0,1,6,0,0.0,North
ORD00001450,PROD00001450,USER00001450,2024-02-15,,Clothing,479.01,1,,Not Returned,,24,Male,City31,Credit Card,Express,8.53,6,5,1,0.2,East
ORD00003862,PROD00003862,USER00003862,2024-03-29,,Electronics,151.59,1,,Not Returned,,24,Female,City21,Cash on Delivery,Standard,0.0,6,4,1,0.25,South
ORD00006103,PROD00006103,USER00006103,2024-02-29,1.7100288e+18,Accessories,276.32,7,Quality Issue,Returned,10.0,53,Female,City19,Cash on Delivery,Express,5.62,3,3,1,0.333,West
ORD00009215,PROD00009215,USER00009215,2024-03-09,1.7108064e+18,Grocery,212.04,1,Size Issue,Returned,10.0,44,Female,City28,Credit Card,Express,0.0,3,9,2,0.222,West
ORD00007120,PROD00007120,USER00007120,2024-04-05,,Sports,353.72,4,,Not Returned,,45,Female,City16,Credit Card,Express,0.0,4,5,0,0.0,East
ORD00006398,PROD00006398,USER00006398,2024-04-25,,Electronics,275.75,1,,Not Returned,,18,Male,City31,Wallet,Next-Day,0.0,3,3,0,0.0,South
ORD00009588,PROD00009588,USER00009588,2023-07-03,,Clothing,392.31,1,,Not Returned,,55,Female,City12,Debit Card,Express,26.35,3,6,1,0.167,North
ORD00006214,PROD00006214,USER00006214,2023-05-01,,Clothing,318.54,2,,Not Returned,,66,Female,City13,PayPal,Next-Day,68.52,5,5,0,0.0,South
ORD00009645,PROD00009645,USER00009645,2024-02-18,1.7086464e+18,Electronics,389.95,1,Wrong Item,Returned,5.0,26,Male,City27,Credit Card,Standard,0.0,5,2,0,0.0,South
ORD00005336,PROD00005336,USER00005336,2024-09-03,1.7257536e+18,Clothing,275.49,1,Size Issue,Returned,5.0,33,Male,City49,Cash on Delivery,Express,18.72,3,2,1,0.5,North
ORD00004056,PROD00004056,USER00004056,2023-08-23,,Sports,473.35,6,,Not Returned,,47,Female,City46,Credit Card,Next-Day,24.22,1,3,1,0.333,Central
ORD00009511,PROD00009511,USER00009511,2023-02-08,,Electronics,118.01,2,,Not Returned,,32,Male,City44,PayPal,Standard,0.0,5,6,2,0.333,East
ORD00002999,PROD00002999,USER00002999,2023-12-05,,Electronics,164.41,2,,Not Returned,,26,Male,City19,Debit Card,Next-Day,67.21,2,3,0,0.0,West
ORD00009024,PROD00009024,USER00009024,2023-05-27,,Books,422.81,3,,Not Returned,,47,Male,City20,Wallet,Standard,8.39,5,5,0,0.0,North
ORD00001231,PROD00001231,USER00001231,2023-03-22,1.6803072e+18,Clothing,131.44,1,,Returned,10.0,56,Male,City11,Cash on Delivery,Next-Day,31.95,4,5,2,0.4,West
ORD00001514,PROD00001514,USER00001514,2024-11-12,,Electronics,238.93,2,,Not Returned,,64,Female,City28,PayPal,Standard,0.0,8,1,0,0.0,East
ORD00002313,PROD00002313,USER00002313,2023-05-09,1.6853184e+18,Automotive,329.12,1,Changed Mind,Returned,20.0,43,Female,City01,Cash on Delivery,Standard,0.0,5,4,0,0.0,East
ORD00001451,PROD00001451,USER00001451,2023-07-29,,Beauty,519.9,3,,Not Returned,,63,Male,City15,Credit Card,Express,0.0,3,4,1,0.25,West
ORD00005267,PROD00005267,USER00005267,2023-11-14,,Electronics,254.0,8,,Not Returned,,26,Female,City29,Wallet,Express,9.92,7,3,0,0.0,East
ORD00006131,PROD00006131,USER00006131,2023-01-04,,Beauty,129.55,1,,Not Returned,,32,Female,City06,Debit Card,Express,0.0,6,0,0,0.0,Central
ORD00008531,PROD00008531,USER00008531,2023-12-08,,Clothing,417.39,4,,Not Returned,,45,Female,City07,Credit Card,Next-Day,34.06,4,4,0,0.0,Central
ORD00006464,PROD00006464,USER00006464,2023-07-22,,Beauty,226.25,1,,Not Returned,,30,Female,City41,Credit Card,Next-Day,6.65,4,8,1,0.125,Central
ORD00000838,PROD00000838,USER00000838,2024-08-03,,Automotive,480.58,2,,Not Returned,,43,Male,City37,Credit Card,Next-Day,0.0,2,4,0,0.0,North
ORD00009915,PROD00009915,USER00009915,2024-04-07,1.7133984e+18,Electronics,210.06,1,Other,Returned,11.0,64,Male,City35,Credit Card,Standard,16.0,7,2,0,0.0,North
ORD00008261,PROD00008261,USER00008261,2024-12-30,1.7372448e+18,Clothing,153.19,1,Wrong Item,Returned,20.0,46,Female,City20,Debit Card,Next-Day,5.87,3,1,0,0.0,North
ORD00006414,PROD00006414,USER00006414,2023-11-13,1.7011296e+18,Home,367.83,2,Changed Mind,Returned,15.0,24,Male,City28,Debit Card,Express,9.33,3,4,1,0.25,West
ORD00008504,PROD00008504,USER00008504,2023-11-11,1.7009568e+18,Home,51.77,7,Other,Returned,15.0,30,Male,City46,Credit Card,Next-Day,0.0,1,3,0,0.0,Central
ORD00003567,PROD00003567,USER00003567,2023-12-17,1.7032032e+18,Electronics,71.38,2,Damaged,Returned,5.0,30,Male,City42,Credit Card,Next-Day,68.28,1,2,0,0.0,Central
ORD00009264,PROD00009264,USER00009264,2023-04-20,,Grocery,332.98,2,,Not Returned,,19,Male,City18,Cash on Delivery,Standard,0.0,7,3,0,0.0,North
ORD00003087,PROD00003087,USER00003087,2024-03-26,,Electronics,365.08,1,,Not Returned,,23,Female,City44,Cash on Delivery,Express,0.0,7,6,1,0.167,South
ORD00008643,PROD00008643,USER00008643,2024-06-14,1.7191872e+18,Electronics,300.75,2,Wrong Item,Returned,10.0,65,Female,City19,Credit Card,Standard,66.07,5,3,0,0.0,North
ORD00001714,PROD00001714,USER00001714,2024-04-15,,Sports,150.27,5,,Not Returned,,33,Male,City38,Credit Card,Next-Day,23.24,2,4,2,0.5,Central
ORD00000339,PROD00000339,USER00000339,2024-05-30,,Beauty,80.33,2,,Not Returned,,57,Male,City19,Cash on Delivery,Express,0.0,3,6,0,0.0,East
ORD00009563,PROD00009563,USER00009563,2024-10-23,,Books,364.3,1,,Not Returned,,34,Female,City15,PayPal,Express,0.0,4,4,0,0.0,East
ORD00005942,PROD00005942,USER00005942,2023-11-04,,Sports,250.07,3,,Not Returned,,53,Male,City01,Credit Card,Standard,7.98,5,3,0,0.0,Central
ORD00009869,PROD00009869,USER00009869,2023-01-27,,Electronics,78.32,6,,Not Returned,,19,Male,City08,Debit Card,Standard,0.0,8,6,1,0.167,South
ORD00008102,PROD00008102,USER00008102,2024-09-16,1.7281728e+18,Clothing,293.7,6,Late Delivery,Returned,20.0,23,Male,City40,Wallet,Express,70.0,4,2,1,0.5,South
ORD00008488,PROD00008488,USER00008488,2023-07-12,,Clothing,356.65,1,,Not Returned,,32,Male,City32,Credit Card,Standard,8.8,6,3,0,0.0,West
ORD00000588,PROD00000588,USER00000588,2023-11-17,,Electronics,138.77,1,,Not Returned,,34,Female,City40,Credit Card,Next-Day,0.0,2,1,1,1.0,West
ORD00003365,PROD00003365,USER00003365,2024-02-07,,Books,295.66,2,,Not Returned,,46,Male,City01,Credit Card,Next-Day,22.58,1,5,0,0.0,West
ORD00002670,PROD00002670,USER00002670,2023-07-10,,Clothing,323.77,1,,Not Returned,,46,Female,City23,Debit Card,Standard,11.52,5,4,0,0.0,Central
ORD00003589,PROD00003589,USER00003589,2024-04-15,,Automotive,304.46,4,,Not Returned,,47,Male,City48,Debit Card,Standard,0.0,7,6,1,0.167,North
ORD00000034,PROD00000034,USER00000034,2023-09-07,,Clothing,283.2,8,,Not Returned,,34,Male,City08,Credit Card,Next-Day,70.0,3,3,0,0.0,South
ORD00000028,PROD00000028,USER00000028,2024-05-15,1.7161632e+18,Books,127.98,1,Changed Mind,Returned,5.0,45,Male,City25,Credit Card,Standard,12.48,5,9,4,0.444,East
ORD00008553,PROD00008553,USER00008553,2023-01-18,,Toys,256.11,1,,Not Returned,,55,Female,City01,Wallet,Express,0.0,4,4,2,0.5,North
ORD00008117,PROD00008117,USER00008117,2024-11-02,,Toys,383.85,4,,Not Returned,,31,Female,City31,Debit Card,Next-Day,0.0,1,1,0,0.0,West
ORD00002170,PROD00002170,USER00002170,2024-03-26,,Toys,215.12,5,,Not Returned,,30,Male,City06,Credit Card,Express,0.0,6,4,0,0.0,Central
ORD00008377,PROD00008377,USER00008377,2024-01-24,,Books,232.74,2,,Not Returned,,43,Male,City19,Debit Card,Express,24.44,4,5,0,0.0,Central
ORD00005620,PROD00005620,USER00005620,2023-05-03,1.685664e+18,Automotive,279.59,1,Size Issue,Returned,30.0,43,Male,City44,Credit Card,Express,14.97,6,2,1,0.5,West
ORD00000889,PROD00000889,USER00000889,2023-01-20,,Home,261.27,1,,Not Returned,,44,Male,City07,Credit Card,Next-Day,10.67,1,5,0,0.0,North
ORD00006489,PROD00006489,USER00006489,2024-04-19,1.7143488e+18,Clothing,201.21,2,Late Delivery,Returned,10.0,43,Male,City31,Credit Card,Next-Day,43.98,1,3,2,0.667,South
ORD00003322,PROD00003322,USER00003322,2024-08-24,,Automotive,398.48,1,,Not Returned,,46,Female,City48,Debit Card,Express,0.0,3,1,0,0.0,West
ORD00009396,PROD00009396,USER00009396,2024-04-20,,Clothing,444.75,3,,Not Returned,,31,Female,City50,Wallet,Next-Day,61.04,1,6,2,0.333,East
ORD00003514,PROD00003514,USER00003514,2023-11-15,,Beauty,190.65,1,,Not Returned,,64,Female,City45,PayPal,Standard,0.0,5,7,1,0.143,South
ORD00004420,PROD00004420,USER00004420,2024-06-10,1.7188416e+18,Home,226.19,1,Other,Returned,10.0,19,Female,City41,Credit Card,Next-Day,0.0,6,3,0,0.0,South
ORD00008351,PROD00008351,USER00008351,2023-08-29,,Electronics,476.19,1,,Not Returned,,32,Female,City40,Credit Card,Express,11.33,3,7,0,0.0,West
ORD00005361,PROD00005361,USER00005361,2023-07-02,1.689984e+18,Home,372.43,1,Damaged,Returned,20.0,57,Male,City18,Debit Card,Standard,0.0,5,4,0,0.0,Central
ORD00003733,PROD00003733,USER00003733,2023-04-10,1.6823808e+18,Grocery,290.45,1,Other,Returned,15.0,27,Male,City22,Credit Card,Next-Day,16.46,1,8,0,0.0,West
ORD00009463,PROD00009463,USER00009463,2024-11-29,1.7338752e+18,Clothing,242.06,6,Quality Issue,Returned,12.0,57,Male,City10,Wallet,Express,6.46,7,3,1,0.333,North
ORD00007081,PROD00007081,USER00007081,2023-06-07,1.6875648e+18,Automotive,65.54,10,,Returned,17.0,27,Female,City17,Debit Card,Standard,0.0,7,6,2,0.333,South
ORD00001654,PROD00001654,USER00001654,2024-08-16,1.7250624e+18,Home,266.73,1,Size Issue,Returned,15.0,18,Male,City21,Credit Card,Express,23.25,6,3,0,0.0,North
ORD00005032,PROD00005032,USER00005032,2023-11-30,,Automotive,326.03,1,,Not Returned,,18,Male,City13,Credit Card,Express,20.32,3,2,0,0.0,South
ORD00000223,PROD00000223,USER00000223,2023-06-09,,Grocery,400.25,3,,Not Returned,,54,Male,City17,Credit Card,Express,15.27,5,3,1,0.333,West
ORD00008625,PROD00008625,USER00008625,2024-01-22,,Accessories,203.56,2,,Not Returned,,44,Male,City21,PayPal,Standard,70.0,7,5,0,0.0,South
ORD00006194,PROD00006194,USER00006194,2023-11-18,,Clothing,127.03,4,,Not Returned,,44,Male,City04,Wallet,Standard,9.84,6,1,0,0.0,South
ORD00001590,PROD00001590,USER00001590,2024-03-09,1.7112384e+18,Clothing,61.65,3,Size Issue,Returned,15.0,33,Female,City02,Credit Card,Express,6.98,3,4,0,0.0,Central
ORD00005982,PROD00005982,USER00005982,2023-08-16,1.693008e+18,Sports,326.73,2,Damaged,Returned,10.0,27,Male,City21,Credit Card,Next-Day,0.0,1,6,2,0.333,West
ORD00003256,PROD00003256,USER00003256,2023-06-16,,Beauty,84.38,5,,Not Returned,,53,Female,City10,Cash on Delivery,Standard,0.0,7,3,0,0.0,South
ORD00006680,PROD00006680,USER00006680,2024-08-01,,Clothing,258.65,9,,Not Returned,,23,Female,City25,Debit Card,Standard,13.18,5,3,0,0.0,West
ORD00004770,PROD00004770,USER00004770,2024-12-30,,Grocery,388.47,8,,Not Returned,,18,Female,City18,Credit Card,Express,52.39,4,9,1,0.111,North
ORD00002181,PROD00002181,USER00002181,2024-07-21,1.7225568e+18,Home,116.74,1,Late Delivery,Returned,12.0,54,Female,City50,Credit Card,Standard,5.88,8,3,1,0.333,Central
ORD00006803,PROD00006803,USER00006803,2024-06-11,,Sports,255.65,1,,Not Returned,,34,Female,City27,Credit Card,Next-Day,0.0,1,1,0,0.0,North
ORD00004913,PROD00004913,USER00004913,2024-10-10,,Sports,418.56,2,,Not Returned,,19,Male,City22,Credit Card,Express,0.0,4,4,0,0.0,East
ORD00006786,PROD00006786,USER00006786,2024-12-18,,Clothing,224.62,2,,Not Returned,,66,Female,City16,PayPal,Standard,70.0,5,5,0,0.0,East
ORD00004789,PROD00004789,USER00004789,2023-08-15,1.6946496e+18,Electronics,126.67,2,Quality Issue,Returned,30.0,25,Female,City21,PayPal,Standard,0.0,5,2,0,0.0,North
ORD00001209,PROD00001209,USER00001209,2023-07-30,,Electronics,243.31,1,,Not Returned,,47,Male,City39,Cash on Delivery,Express,11.12,3,7,3,0.429,West
ORD00000421,PROD00000421,USER00000421,2023-08-09,,Sports,198.53,5,,Not Returned,,33,Male,City37,Debit Card,Next-Day,0.0,1,8,0,0.0,North
ORD00008740,PROD00008740,USER00008740,2024-04-08,1.7142624e+18,Electronics,96.5,1,Late Delivery,Returned,20.0,63,Female,City39,PayPal,Express,0.0,5,3,1,0.333,North
ORD00001706,PROD00001706,USER00001706,2024-11-15,1.7324928e+18,Sports,20.35,6,Late Delivery,Returned,10.0,27,Female,City13,Debit Card,Standard,0.0,5,6,2,0.333,North
ORD00001158,PROD00001158,USER00001158,2024-05-20,,Sports,510.96,1,,Not Returned,,24,Male,City19,Wallet,Express,0.0,4,2,0,0.0,South
ORD00002306,PROD00002306,USER00002306,2023-12-25,,Books,112.86,2,,Not Returned,,44,Male,City23,Credit Card,Next-Day,0.0,1,1,0,0.0,North
ORD00000273,PROD00000273,USER00000273,2024-10-23,1.7308512e+18,Beauty,317.34,2,Quality Issue,Returned,14.0,27,Female,City39,Credit Card,Standard,19.07,8,4,1,0.25,East
ORD00000171,PROD00000171,USER00000171,2023-12-17,,Electronics,132.85,2,,Not Returned,,23,Female,City32,Debit Card,Express,6.02,4,6,0,0.0,West
ORD00003956,PROD00003956,USER00003956,2023-04-18,,Beauty,71.75,3,,Not Returned,,32,Female,City05,Debit Card,Standard,8.31,5,4,2,0.5,North
ORD00006696,PROD00006696,USER00006696,2023-04-15,1.6828128e+18,Home,186.63,1,Damaged,Returned,15.0,67,Male,City04,Credit Card,Standard,13.34,5,2,1,0.5,Central
ORD00003188,PROD00003188,USER00003188,2024-02-02,1.709424e+18,Electronics,185.46,7,Size Issue,Returned,30.0,30,Male,City09,Cash on Delivery,Next-Day,28.24,2,8,0,0.0,West
ORD00008132,PROD00008132,USER00008132,2023-08-15,,Electronics,301.98,1,,Not Returned,,56,Male,City03,Debit Card,Next-Day,0.0,1,4,3,0.75,South
